id,create_date,state,sentiment,text
27bf868b-6fe9-42ce-834b-9036ff7b2afe,2020-12-05 00:28:13,texas,UNKNOWN,RT @derekjames150: We're now hearing only 800K doses of the #Covid19 vaccine have been received. With every person needing two doses this…
8daf2aeb-fcef-4230-8d00-9b0054d76181,2020-12-05 00:28:13,texas,UNKNOWN,RT @CBS4Local: JUST IN: #ElPaso hospitals are expected to receive over 6 000 #COVID19 vaccines during the first week of distribution accord…
241b5a96-47ab-4851-b8d1-c0dd7be06d55,2020-12-05 00:28:13,texas,UNKNOWN,Shipments of COVID-19 Vaccines Heading to Robert Wood Johnson University Hospital @RWJUH #COVID19 #covid19 #CityofNewBruns https://t.co/Elo1wS4xaQ
64d0b694-9926-4721-ac1a-b2a529b36f55,2020-12-05 00:28:12,texas,UNKNOWN,RT @AddPassionStir: “Like a lot of other people I have had very anxious moments during the pandemic ” says @BigBoldBaking chef Gemma Staff…
4c35194e-0eb6-40b1-9254-9c8d02d5bf99,2020-12-05 00:28:12,texas,UNKNOWN,RT @davidmweissman: If a parent did to their child what Mitch McConnell is doing to America in the middle of #COVID19 pandemic they would…
3714d1ff-194b-4f70-9eca-a11533701542,2020-12-05 00:28:09,texas,UNKNOWN,RT @bunsenbernerbmd: Scientists still having to tell people about washing their hands wearing masks and socially distancing be like: #scie…
72c1c9e4-7da6-4f81-8c38-0e81feb72923,2020-12-05 00:28:08,texas,UNKNOWN,RT @JHSPH_CHS: US #COVID19 cases: 1st case to 1M - 96 days 1 to 2M- 44 days 2 to 3M- 27 days 3 to 4M - 15 days 4 to 5M - 17 days 5 to 6M…
e6efdcbc-9a0e-4407-8ab8-ee82da30a074,2020-12-05 00:28:08,texas,UNKNOWN,RT @RobbieBurton747: A Handbook of COVID-19 Please support @drbeen_medical aka Dr Mobeen Syed. An absolutely fabulous communicator - lea…
deee08b0-04c8-4794-86f2-6acb4bb2ee92,2020-12-05 00:28:08,texas,UNKNOWN,RT @JHSPH_CHS: US #COVID19 cases: 1st case to 1M - 96 days 1 to 2M- 44 days 2 to 3M- 27 days 3 to 4M - 15 days 4 to 5M - 17 days 5 to 6M…
f5e1a6ca-e20c-443d-baa6-75ece2367b33,2020-12-05 00:28:08,texas,UNKNOWN,RT @morethanmySLE: 🔥WATCH: Speaker Pelosi fighting tooth &amp; nail for #COVID19 relief FOR THE PEOPLE while Mitch McConnell has politicized Am…
4b416623-312e-44b3-83b8-7a73e09ac963,2020-12-05 00:28:08,texas,UNKNOWN,RT @Dare2BWell: Bay Area Health Officers Move to Implement the State’s New Regional Stay Home Order Not Waiting Until Local Hospitals Are…
60f45324-783a-455f-9e5e-16b73f3652a2,2020-12-05 00:28:07,texas,UNKNOWN,RT @nzlmo: Ethnic #Azerbaijanis in #Iran have trapped in #pandemic as the other #political prisoners facing #COVID19 behind the bars. #ک…
8f83d30f-a5de-4b1a-9405-6141ef228b4b,2020-12-05 00:28:04,texas,UNKNOWN,RT @klyonskalmenson: The race for a #vaccine for #COVID19 has added yet another threat to #sharks who are targeted for their liver oil. #P…
2c84eb2a-bb56-4d78-a1e0-d420e977a8ca,2020-12-05 00:28:04,texas,UNKNOWN,@jake_zuckerman @karenkasler COVID19 with a fever is generally bad news.
